id,folder,location_no,location,location_code,scientific_name
391,06_KAMPUS1,57,Kawasan Kampus I/Rektorat,Kampus I,J. limo
392,06_KAMPUS1,58,Kawasan Kampus I/Rektorat,Kampus I,Chrysalidocarpus lutescens
393,06_KAMPUS1,59,Kawasan Kampus I/Rektorat,Kampus I,Psidium guajava
394,06_KAMPUS1,60,Kawasan Kampus I/Rektorat,Kampus I,Eclipta postrata
395,06_KAMPUS1,61,Kawasan Kampus I/Rektorat,Kampus I,Lxora chinensis
396,06_KAMPUS1,62,Kawasan Kampus I/Rektorat,Kampus I,Goeppertia picturata
397,06_KAMPUS1,63,Kawasan Kampus I/Rektorat,Kampus I,Syzygium samarangense
398,06_KAMPUS1,64,Kawasan Kampus I/Rektorat,Kampus I,Citrus x aurantiifolia
399,06_KAMPUS1,65,Kawasan Kampus I/Rektorat,Kampus I,Nephelium lappaceum
400,06_KAMPUS1,66,Kawasan Kampus I/Rektorat,Kampus I,Hibiscus schizopetalus
401,06_KAMPUS1,67,Kawasan Kampus I/Rektorat,Kampus I,Dimocarpus longan lour
402,06_KAMPUS1,68,Kawasan Kampus I/Rektorat,Kampus I,Hura crepitans
403,06_KAMPUS1,69,Kawasan Kampus I/Rektorat,Kampus I,Manihot esculenta
404,06_KAMPUS1,70,Kawasan Kampus I/Rektorat,Kampus I,Psidium guajava
405,06_KAMPUS1,71,Kawasan Kampus I/Rektorat,Kampus I,Manilkara zapota
406,06_KAMPUS1,72,Kawasan Kampus I/Rektorat,Kampus I,Carica papaya
407,06_KAMPUS1,73,Kawasan Kampus I/Rektorat,Kampus I,Lxora coccinea
408,06_KAMPUS1,74,Kawasan Kampus I/Rektorat,Kampus I,Switenia mahagoni
409,06_KAMPUS1,75,Kawasan Kampus I/Rektorat,Kampus I,Syzygium aqueum
410,06_KAMPUS1,76,Kawasan Kampus I/Rektorat,Kampus I,Bougainvillea x buttiana
411,06_KAMPUS1,77,Kawasan Kampus I/Rektorat,Kampus I,Calathea lutea
412,06_KAMPUS1,78,Kawasan Kampus I/Rektorat,Kampus I,Wrightia antidysenterica
413,06_KAMPUS1,79,Kawasan Kampus I/Rektorat,Kampus I,Philodendron bipinnatifidum
414,06_KAMPUS1,80,Kawasan Kampus I/Rektorat,Kampus I,Terminalia mantaly
415,06_KAMPUS1,81,Kawasan Kampus I/Rektorat,Kampus I,Lxora chinensis
416,06_KAMPUS1,82,Kawasan Kampus I/Rektorat,Kampus I,Dimocarpus longan
417,06_KAMPUS1,83,Kawasan Kampus I/Rektorat,Kampus I,Tabernaemontana divaricate
418,06_KAMPUS1,84,Kawasan Kampus I/Rektorat,Kampus I,Polyscias fruticose
419,06_KAMPUS1,85,Kawasan Kampus I/Rektorat,Kampus I,Alcantarea imperalis
420,06_KAMPUS1,86,Kawasan Kampus I/Rektorat,Kampus I,Anthurium clarinervium
421,06_KAMPUS1,87,Kawasan Kampus I/Rektorat,Kampus I,Garcinia subelliptica
422,06_KAMPUS1,88,Kawasan Kampus I/Rektorat,Kampus I,Heptapleurum arboricola
423,06_KAMPUS1,89,Kawasan Kampus I/Rektorat,Kampus I,Lantana camara L
424,06_KAMPUS1,90,Kawasan Kampus I/Rektorat,Kampus I,Garcinia cochinchinensis
425,06_KAMPUS1,91,Kawasan Kampus I/Rektorat,Kampus I,Mimuspos elengi L
426,06_KAMPUS1,92,Kawasan Kampus I/Rektorat,Kampus I,Lantana canescens
427,06_KAMPUS1,93,Kawasan Kampus I/Rektorat,Kampus I,Bougainvillea x buttiana
428,06_KAMPUS1,94,Kawasan Kampus I/Rektorat,Kampus I,Hymenocallis littoralis
429,06_KAMPUS1,95,Kawasan Kampus I/Rektorat,Kampus I,Plumeria rubra
430,06_KAMPUS1,96,Kawasan Kampus I/Rektorat,Kampus I,Alternanthera bettzickiana
431,06_KAMPUS1,97,Kawasan Kampus I/Rektorat,Kampus I,Mimuspos elengi
432,06_KAMPUS1,98,Kawasan Kampus I/Rektorat,Kampus I,Costus spiralis
433,06_KAMPUS1,99,Kawasan Kampus I/Rektorat,Kampus I,Tabebuia rosea
434,06_KAMPUS1,100,Kawasan Kampus I/Rektorat,Kampus I,Tacoma stans
435,06_KAMPUS1,101,Kawasan Kampus I/Rektorat,Kampus I,Dendrocalamus giganteus
436,06_KAMPUS1,102,Kawasan Kampus I/Rektorat,Kampus I,Antigonon leptopus
437,06_KAMPUS1,103,Kawasan Kampus I/Rektorat,Kampus I,Piper betle L
438,06_KAMPUS1,104,Kawasan Kampus I/Rektorat,Kampus I,Carex brizoides
439,06_KAMPUS1,105,Kawasan Kampus I/Rektorat,Kampus I,Garcinia subelliptica
440,06_KAMPUS1,106,Kawasan Kampus I/Rektorat,Kampus I,Neoregelia farinose
441,06_KAMPUS1,107,Kawasan Kampus I/Rektorat,Kampus I,Aquarius cordifolius
442,06_KAMPUS1,108,Kawasan Kampus I/Rektorat,Kampus I,Mussaenda philippica
443,06_KAMPUS1,109,Kawasan Kampus I/Rektorat,Kampus I,Dracaena fragfans
444,06_KAMPUS1,110,Kawasan Kampus I/Rektorat,Kampus I,Cycas revoluta
445,06_KAMPUS1,111,Kawasan Kampus I/Rektorat,Kampus I,Tarlmounia elliptica
446,06_KAMPUS1,112,Kawasan Kampus I/Rektorat,Kampus I,Platycerium bifurcatum
447,06_KAMPUS1,113,Kawasan Kampus I/Rektorat,Kampus I,Hibiscus x rosa-sinensis
448,06_KAMPUS1,114,Kawasan Kampus I/Rektorat,Kampus I,Philodendrom martianum
449,06_KAMPUS1,115,Kawasan Kampus I/Rektorat,Kampus I,Terminalia catappa
450,06_KAMPUS1,116,Kawasan Kampus I/Rektorat,Kampus I,Tabernaemontana divaricata
